SYMBOL,STOCK,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
SHRADHA,SHRADHA.NS,Shradha Infraprojects Limited,EQ,22-Oct-20,5,1,INE715Y01023,5
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,10,1,INE232A01011,10
SHREECEM,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,26-Apr-95,10,1,INE070A01015,10
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-15,10,1,INE712K01011,10
SHREERAMA,SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ,13-Mar-00,5,1,INE879A01019,5
SHRENIK,SHRENIK.NS,Shrenik Limited,EQ,2-Aug-19,1,1,INE632X01030,1
SHRERA-RE,SHRERA-RE.NS,Shree Ram Mul-Tec Ltd-RE,BE,12-Jun-23,5,1,INE879A20019,5
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,EQ,6-Nov-96,10,1,INE231C01019,10
SHREYAS,SHREYAS.NS,Shreyas Shipping & Logistics Limited,EQ,1-Mar-95,10,1,INE757B01015,10
SHRIPISTON,SHRIPISTON.NS,Shriram Pistons & Rings Limited,EQ,2-Jun-16,10,1,INE526E01018,10
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,11-Dec-96,10,1,INE721A01013,10
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,20-Dec-21,10,1,INE217L01019,10
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,EQ,28-Jul-15,1,1,INE979R01011,1
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,24-Jun-21,10,1,INE810G01011,10
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,EQ,6-Nov-06,10,1,INE635A01023,10
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,6-Sep-95,2,1,INE003A01024,2
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,15-Nov-21,10,1,INE0D0K01014,10
SIGIND,SIGIND.NS,Signet Industries Limited,EQ,29-Aug-18,10,1,INE529F01035,10
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,9-Jun-23,10,1,INE0A0S01010,10
SIKKO,SIKKO.NS,Sikko Industries Limited,BE,22-Oct-21,10,1,INE112X01017,10
SIL,SIL.NS,Standard Industries Limited,BE,27-Jan-04,5,1,INE173A01025,5
SILGO,SILGO.NS,Silgo Retail Limited,EQ,3-Mar-21,10,1,INE01II01013,10
SILINV,SILINV.NS,SIL Investments Limited,EQ,22-May-96,10,1,INE923A01015,10
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ,8-Jul-20,10,1,INE203Y01012,10
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,12-May-22,10,1,INE625X01018,10
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,EQ,14-Mar-16,10,1,INE748T01016,10
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ,9-Mar-04,2,1,INE059B01024,2
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,7-Oct-20,10,1,INE129Z01016,10
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,22-Jul-19,10,1,INE792Z01011,10
SIS,SIS.NS,SIS LIMITED,EQ,10-Aug-17,5,1,INE285J01028,5
SITINET,SITINET.NS,Siti Networks Limited,BE,10-Jan-07,1,1,INE965H01011,1
SIYSIL,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,29-Jan-07,2,1,INE076B01028,2
SJS,SJS.NS,S.J.S. Enterprises Limited,EQ,15-Nov-21,10,1,INE284S01014,10
SJVN,SJVN.NS,SJVN Limited,EQ,20-May-10,10,1,INE002L01015,10
SKFINDIA,SKFINDIA.NS,SKF India Limited,EQ,27-Jan-99,10,1,INE640A01023,10
SKIPPER,SKIPPER.NS,Skipper Limited,EQ,27-May-15,1,1,INE439E01022,1
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,14-Mar-97,10,1,INE411D01015,10
SKYGOLD,SKYGOLD.NS,Sky Gold Limited,BE,6-Jan-23,10,1,INE01IU01018,10
SMARTLINK,SMARTLINK.NS,Smartlink Holdings Limited,EQ,11-Apr-01,2,1,INE178C01020,2
SMCGLOBAL,SMCGLOBAL.NS,SMC Global Securities Limited,EQ,24-Feb-21,2,1,INE103C01036,2
SMLISUZU,SMLISUZU.NS,SML Isuzu Limited,EQ,29-Aug-03,10,1,INE294B01019,10
SMLT,SMLT.NS,Sarthak Metals Limited,EQ,25-Nov-21,10,1,INE017W01010,10
SMSLIFE,SMSLIFE.NS,SMS Lifesciences India Limited,EQ,17-Aug-17,10,1,INE320X01016,10
SMSPHARMA,SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ,28-Feb-07,1,1,INE812G01025,1
SNOWMAN,SNOWMAN.NS,Snowman Logistics Limited,EQ,12-Sep-14,10,1,INE734N01019,10
SOBHA,SOBHA.NS,Sobha Limited,EQ,20-Dec-06,10,1,INE671H01015,10
SOFTTECH,SOFTTECH.NS,Softtech Engineers Limited,EQ,25-Feb-22,10,1,INE728Z01015,10
SOLARA,SOLARA.NS,Solara Active Pharma Sciences Limited,EQ,27-Jun-18,10,1,INE624Z01016,10
SOLARINDS,SOLARINDS.NS,Solar Industries India Limited,EQ,3-Apr-06,2,1,INE343H01029,2
SOMANYCERA,SOMANYCERA.NS,Somany Ceramics Limited,EQ,22-Nov-95,2,1,INE355A01028,2
SOMATEX,SOMATEX.NS,Soma Textiles & Industries Limited,BE,14-Aug-96,10,1,INE314C01013,10
SOMICONVEY,SOMICONVEY.NS,Somi Conveyor Beltings Limited,BE,18-Jul-16,10,1,INE323J01019,10
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10,1,INE073K01018,10
SONAMCLOCK,SONAMCLOCK.NS,Sonam Clock Limited,EQ,7-Apr-22,10,1,INE00LM01011,10
SONATSOFTW,SONATSOFTW.NS,Sonata Software Limited,EQ,28-Jul-99,1,1,INE269A01021,1
SOTL,SOTL.NS,Savita Oil Technologies Limited,EQ,28-Jun-95,2,1,INE035D01020,2
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited,EQ,8-Dec-98,1,1,INE683A01023,1
SOUTHWEST,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,18-Apr-19,10,1,INE980Y01015,10
SPAL,SPAL.NS,S. P. Apparels Limited,EQ,12-Aug-16,10,1,INE212I01016,10
SPANDANA,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10,1,INE572J01011,10
SPARC,SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1,1,INE232I01014,1
SPCENET,SPCENET.NS,Spacenet Enterprises India Limited,EQ,10-Jan-17,1,1,INE970N01027,1
SPECIALITY,SPECIALITY.NS,Speciality Restaurants Limited,EQ,30-May-12,10,1,INE247M01014,10
SPENCERS,SPENCERS.NS,Spencer's Retail Limited,EQ,25-Jan-19,5,1,INE020801028,5
SPIC,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10,1,INE147A01011,10
SPLIL,SPLIL.NS,SPL Industries Limited,EQ,26-Jul-05,10,1,INE978G01016,10
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Limited,EQ,24-May-22,2,1,INE663A01033,2
SPMLINFRA,SPMLINFRA.NS,SPML Infra Limited,BE,14-Feb-96,2,1,INE937A01023,2
SPORTKING,SPORTKING.NS,Sportking India Limited,EQ,24-Aug-22,10,1,INE885H01011,10
SPTL,SPTL.NS,Sintex Plastics Technology Limited,BE,8-Aug-17,1,1,INE501W01021,1
SREEL,SREEL.NS,Sreeleathers Limited,EQ,1-Jan-14,10,1,INE099F01013,10
SREINFRA,SREINFRA.NS,SREI Infrastructure Finance Limited,BE,20-Dec-95,10,1,INE872A01014,10
SRF,SRF.NS,SRF Limited,EQ,18-Aug-03,10,1,INE647A01010,10
SRHHYPOLTD,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,8-May-07,10,1,INE917H01012,10
SRPL,SRPL.NS,Shree Ram Proteins Limited,EQ,23-Sep-20,1,1,INE008Z01020,1
SSWL,SSWL.NS,Steel Strips Wheels Limited,EQ,6-Jun-05,1,1,INE802C01033,1
STAR,STAR.NS,Strides Pharma Science Limited,EQ,2-Feb-00,10,1,INE939A01011,10
STARCEMENT,STARCEMENT.NS,Star Cement Limited,EQ,16-Jun-17,1,1,INE460H01021,1
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,10,1,INE575P01011,10
STARPAPER,STARPAPER.NS,Star Paper Mills Limited,EQ,13-Sep-95,10,1,INE733A01018,10
STARTECK,STARTECK.NS,Starteck Finance Limited,EQ,4-May-22,10,1,INE992I01013,10
STCINDIA,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,1-Apr-03,10,1,INE655A01013,10
STEELCAS,STEELCAS.NS,Steelcast Limited,EQ,23-Nov-21,5,1,INE124E01020,5
STEELCITY,STEELCITY.NS,Steel City Securities Limited,EQ,27-Jun-19,10,1,INE395H01011,10
STEELXIND,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,1,1,INE503B01021,1
STEL,STEL.NS,Stel Holdings Limited,EQ,9-Feb-11,10,1,INE577L01016,10
STERTOOLS,STERTOOLS.NS,Sterling Tools Limited,EQ,2-Feb-06,2,1,INE334A01023,2
STLTECH,STLTECH.NS,Sterlite Technologies Limited,EQ,8-Dec-00,2,1,INE089C01029,2
STOVEKRAFT,STOVEKRAFT.NS,Stove Kraft Limited,EQ,5-Feb-21,10,1,INE00IN01015,10
STYLAMIND,STYLAMIND.NS,Stylam Industries Limited,EQ,2-Aug-21,5,1,INE239C01020,5
STYRENIX,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,29-Mar-95,10,1,INE189B01011,10
SUBEXLTD,SUBEXLTD.NS,Subex Limited,EQ,5-Nov-20,5,1,INE754A01055,5
SUBROS,SUBROS.NS,Subros Limited,EQ,13-Jul-05,2,1,INE287B01021,2
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,25-May-95,2,1,INE659A01023,2
SUKHJITS,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,7-Nov-22,10,1,INE450E01011,10
SULA,SULA.NS,Sula Vineyards Limited,EQ,22-Dec-22,2,1,INE142Q01026,2
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,27-Jan-20,10,1,INE258G01013,10
SUMIT,SUMIT.NS,Sumit Woods Limited,BE,30-Jul-19,10,1,INE748Z01013,10
SUMMITSEC,SUMMITSEC.NS,Summit Securities Limited,EQ,28-Jan-11,10,1,INE519C01017,10
SUNCLAYLTD,SUNCLAYLTD.NS,Sundaram Clayton Limited,EQ,23-Oct-12,5,1,INE105A01035,5
SUNDARAM,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,2-Jun-10,1,1,INE108E01023,1
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,7-Jan-98,10,1,INE660A01013,10
SUNDARMHLD,SUNDARMHLD.NS,Sundaram Finance Holdings Limited,EQ,26-Mar-18,5,1,INE202Z01029,5
SUNDRMBRAK,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,EQ,17-Jul-96,10,1,INE073D01013,10
SUNDRMFAST,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,7-Jun-00,1,1,INE387A01021,1
SUNFLAG,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,10,1,INE947A01014,10
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,8-Feb-95,1,1,INE044A01036,1
SUNTECK,SUNTECK.NS,Sunteck Realty Limited,EQ,13-Nov-09,1,1,INE805D01034,1
SUNTV,SUNTV.NS,Sun TV Network Limited,EQ,24-Apr-06,5,1,INE424H01027,5
SUPERHOUSE,SUPERHOUSE.NS,Superhouse Limited,EQ,26-Sep-14,10,1,INE712B01010,10
SUPERSPIN,SUPERSPIN.NS,Super Spinning Mills Limited,EQ,8-Jul-04,1,1,INE662A01027,1
SUPRAJIT,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,18-Feb-05,1,1,INE399C01030,1
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Limited,EQ,19-Jul-95,2,1,INE195A01028,2
SUPREMEINF,SUPREMEINF.NS,Supreme Infrastructure India Limited,BE,18-Oct-07,10,1,INE550H01011,10
SUPRIYA,SUPRIYA.NS,Supriya Lifescience Limited,EQ,28-Dec-21,2,1,INE07RO01027,2
SURANASOL,SURANASOL.NS,Surana Solar Limited,EQ,7-Jan-11,5,1,INE272L01022,5
SURANAT&P,SURANAT&P.NS,Surana Telecom and Power Limited,EQ,22-May-02,1,1,INE130B01031,1
SURYALAXMI,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ,15-Jun-05,10,1,INE713B01026,10
SURYAROSNI,SURYAROSNI.NS,Surya Roshni Limited,EQ,10-May-95,10,1,INE335A01012,10
SURYODAY,SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,10,1,INE428Q01011,10
SUTLEJTEX,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,EQ,14-Dec-06,1,1,INE645H01027,1
SUULD,SUULD.NS,Suumaya Industries Limited,BE,19-Oct-20,10,1,INE591Q01016,10
SUVEN,SUVEN.NS,Suven Life Sciences Limited,EQ,23-Oct-03,1,1,INE495B01038,1
SUVENPHAR,SUVENPHAR.NS,Suven Pharmaceuticals Limited,EQ,9-Mar-20,1,1,INE03QK01018,1
SUVIDHAA,SUVIDHAA.NS,Suvidhaa Infoserve Limited,EQ,31-Mar-21,1,1,INE018401013,1
SUZLON,SUZLON.NS,Suzlon Energy Limited,EQ,19-Oct-05,2,1,INE040H01021,2
SVLL,SVLL.NS,Shree Vasu Logistics Limited,EQ,21-Apr-23,10,1,INE00CE01017,10
SVPGLOB,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,BE,14-Jul-21,1,1,INE308E01029,1
SWANENERGY,SWANENERGY.NS,Swan Energy Limited,EQ,29-May-12,1,1,INE665A01038,1
SWARAJENG,SWARAJENG.NS,Swaraj Engines Limited,EQ,6-Dec-95,10,1,INE277A01016,10
SWELECTES,SWELECTES.NS,Swelect Energy Systems Limited,EQ,9-May-06,10,1,INE409B01013,10
SWSOLAR,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ,20-Aug-19,1,1,INE00M201021,1
SYMPHONY,SYMPHONY.NS,Symphony Limited,EQ,15-Jun-11,2,1,INE225D01027,2
SYNCOMF,SYNCOMF.NS,Syncom Formulations (India) Limited,EQ,18-Nov-22,1,1,INE312C01025,1
SYNGENE,SYNGENE.NS,Syngene International Limited,EQ,11-Aug-15,10,1,INE398R01022,10
SYRMA,SYRMA.NS,Syrma SGS Technology Limited,EQ,26-Aug-22,10,1,INE0DYJ01015,10
TAINWALCHM,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-95,10,1,INE123C01018,10
TAJGVK,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,2,1,INE586B01026,2
TAKE,TAKE.NS,Take Solutions Limited,EQ,27-Aug-07,1,1,INE142I01023,1
TALBROAUTO,TALBROAUTO.NS,Talbros Automotive Components Limited,EQ,29-Sep-06,10,1,INE187D01011,10
TANLA,TANLA.NS,Tanla Platforms Limited,EQ,5-Jan-07,1,1,INE483C01032,1
TANTIACONS,TANTIACONS.NS,Tantia Constructions Limited,BZ,19-Feb-08,10,1,INE388G01018,10
TARAPUR,TARAPUR.NS,Tarapur Transformers Limited,BE,18-May-10,10,1,INE747K01017,10
TARC,TARC.NS,TARC Limited,EQ,18-Dec-20,2,1,INE0EK901012,2
TARMAT,TARMAT.NS,Tarmat Limited,EQ,9-Jul-07,10,1,INE924H01018,10
TARSONS,TARSONS.NS,Tarsons Products Limited,EQ,26-Nov-21,2,1,INE144Z01023,2
TASTYBITE,TASTYBITE.NS,Tasty Bite Eatables Limited,EQ,23-Mar-17,10,1,INE488B01017,10
TATACHEM,TATACHEM.NS,Tata Chemicals Limited,EQ,1-Apr-99,10,1,INE092A01019,10
TATACOFFEE,TATACOFFEE.NS,Tata Coffee Limited,EQ,16-Feb-00,1,1,INE493A01027,1
TATACOMM,TATACOMM.NS,Tata Communications Limited,EQ,12-Apr-95,10,1,INE151A01013,10
TATACONSUM,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,1,1,INE192A01025,1
TATAELXSI,TATAELXSI.NS,Tata Elxsi Limited,EQ,17-Sep-03,10,1,INE670A01012,10
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Limited,EQ,24-Jun-98,10,1,INE672A01018,10
TATAMETALI,TATAMETALI.NS,Tata Metaliks Limited,EQ,27-May-03,10,1,INE056C01010,10
TATAMOTORS,TATAMOTORS.NS,Tata Motors Limited,EQ,22-Jul-98,2,1,INE155A01022,2
TATAMTRDVR,TATAMTRDVR.NS,Tata Motors Limited,EQ,5-Nov-08,2,1,IN9155A01020,2
TATAPOWER,TATAPOWER.NS,Tata Power Company Limited,EQ,3-Apr-96,1,1,INE245A01021,1
TATASTEEL,TATASTEEL.NS,Tata Steel Limited,EQ,18-Nov-98,1,1,INE081A01020,1
TATASTLLP,TATASTLLP.NS,Tata Steel Long Products Limited,EQ,24-Feb-03,10,1,INE674A01014,10
TATVA,TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,10,1,INE0GK401011,10
TBZ,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ,9-May-12,10,1,INE760L01018,10
TCI,TCI.NS,Transport Corporation of India Limited,EQ,21-Jan-02,2,1,INE688A01022,2
TCIEXP,TCIEXP.NS,TCI Express Limited,EQ,15-Dec-16,2,1,INE586V01016,2
TCNSBRANDS,TCNSBRANDS.NS,TCNS Clothing Co. Limited,EQ,30-Jul-18,2,1,INE778U01029,2
TCPLPACK,TCPLPACK.NS,TCPL Packaging Limited,EQ,17-Oct-17,10,1,INE822C01015,10
TCS,TCS.NS,Tata Consultancy Services Limited,EQ,25-Aug-04,1,1,INE467B01029,1
TDPOWERSYS,TDPOWERSYS.NS,TD Power Systems Limited,EQ,8-Sep-11,2,1,INE419M01027,2
TEAMLEASE,TEAMLEASE.NS,Teamlease Services Limited,EQ,12-Feb-16,10,1,INE985S01024,10
TECHIN,TECHIN.NS,Techindia Nirman Limited,EQ,8-Sep-11,10,1,INE778A01021,10
TECHM,TECHM.NS,Tech Mahindra Limited,EQ,28-Aug-06,5,1,INE669C01036,5
TECHNOE,TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ,4-Dec-18,2,1,INE285K01026,2
TECILCHEM,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,BE,6-Dec-95,10,50,INE014B01011,10
TEGA,TEGA.NS,Tega Industries Limited,EQ,13-Dec-21,10,1,INE011K01018,10
TEJASNET,TEJASNET.NS,Tejas Networks Limited,EQ,27-Jun-17,10,1,INE010J01012,10
TEMBO,TEMBO.NS,Tembo Global Industries Limited,BE,23-Apr-21,10,1,INE869Y01010,10
TERASOFT,TERASOFT.NS,Tera Software Limited,EQ,29-Dec-16,10,1,INE482B01010,10
TEXINFRA,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ,9-Sep-04,1,1,INE435C01024,1
TEXMOPIPES,TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ,10-Mar-10,10,1,INE141K01013,10
TEXRAIL,TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ,3-Mar-11,1,1,INE621L01012,1
TFCILTD,TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,10,1,INE305A01015,10
TFL,TFL.NS,Transwarranty Finance Limited,EQ,26-Feb-07,10,1,INE804H01012,10
TGBHOTELS,TGBHOTELS.NS,TGB Banquets And Hotels Limited,BE,17-May-07,10,1,INE797H01018,10
THANGAMAYL,THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ,19-Feb-10,10,1,INE085J01014,10
THEINVEST,THEINVEST.NS,The Investment Trust Of India Limited,BE,2-Aug-17,10,1,INE924D01017,10
THEMISMED,THEMISMED.NS,Themis Medicare Limited,EQ,2-Apr-07,10,1,INE083B01016,10
THERMAX,THERMAX.NS,Thermax Limited,EQ,30-Aug-95,2,1,INE152A01029,2
THOMASCOOK,THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ,7-Jun-00,1,1,INE332A01027,1
THYROCARE,THYROCARE.NS,Thyrocare Technologies Limited,EQ,9-May-16,10,1,INE594H01019,10
TI,TI.NS,Tilaknagar Industries Limited,EQ,16-Jul-10,10,1,INE133E01013,10
TIDEWATER,TIDEWATER.NS,Tide Water Oil Company (India) Limited,EQ,16-Jan-07,2,1,INE484C01030,2
TIIL,TIIL.NS,Technocraft Industries (India) Limited,EQ,12-Feb-07,10,1,INE545H01011,10
TIINDIA,TIINDIA.NS,Tube Investments of India Limited,EQ,2-Nov-17,1,1,INE974X01010,1
TIJARIA,TIJARIA.NS,Tijaria Polypipes Limited,EQ,14-Oct-11,10,1,INE440L01017,10
TIL,TIL.NS,TIL Limited,BZ,27-Sep-95,10,1,INE806C01018,10
TIMESGTY,TIMESGTY.NS,Times Guaranty Limited,EQ,11-Jun-02,10,1,INE289C01025,10
TIMETECHNO,TIMETECHNO.NS,Time Technoplast Limited,EQ,13-Jun-07,1,1,INE508G01029,1
TIMKEN,TIMKEN.NS,Timken India Limited,EQ,6-Feb-07,10,1,INE325A01013,10
TINPLATE,TINPLATE.NS,The Tinplate Company of India Limited,EQ,27-Jan-06,10,1,INE422C01014,10
TIPSFILMS,TIPSFILMS.NS,Tips Films Limited,EQ,6-Oct-22,10,1,INE0LQS01015,10
TIPSINDLTD,TIPSINDLTD.NS,TIPS Industries Limited,EQ,10-Nov-00,1,1,INE716B01029,1
TIRUMALCHM,TIRUMALCHM.NS,Thirumalai Chemicals Limited,EQ,14-May-03,1,1,INE338A01024,1
TIRUPATIFL,TIRUPATIFL.NS,Tirupati Forge Limited,BE,4-Aug-20,2,1,INE319Y01024,2
TITAN,TITAN.NS,Titan Company Limited,EQ,24-Sep-04,1,1,INE280A01028,1
TMB,TMB.NS,Tamilnad Mercantile Bank Limited,EQ,15-Sep-22,10,1,INE668A01016,10
TNPETRO,TNPETRO.NS,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,10,1,INE148A01019,10
TNPL,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,10,1,INE107A01015,10
TNTELE,TNTELE.NS,Tamilnadu Telecommunication Limited,BE,4-Feb-03,10,1,INE141D01018,10
TOKYOPLAST,TOKYOPLAST.NS,Tokyo Plast International Limited,EQ,11-Oct-95,10,1,INE932C01012,10
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,5,1,INE685A01028,5
TORNTPOWER,TORNTPOWER.NS,Torrent Power Limited,EQ,28-Nov-06,10,1,INE813H01021,10
TOTAL,TOTAL.NS,Total Transport Systems Limited,EQ,28-Aug-20,10,1,INE336X01012,10
TOUCHWOOD,TOUCHWOOD.NS,Touchwood Entertainment Limited,EQ,21-Jan-20,10,1,INE486Y01013,10
TPLPLASTEH,TPLPLASTEH.NS,TPL Plastech Limited,EQ,20-May-15,2,1,INE413G01022,2
TRACXN,TRACXN.NS,Tracxn Technologies Limited,EQ,20-Oct-22,1,1,INE0HMF01019,1
TREEHOUSE,TREEHOUSE.NS,Tree House Education & Accessories Limited,EQ,26-Aug-11,10,1,INE040M01013,10
TREJHARA,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,BE,28-Dec-18,10,1,INE00CA01015,10
TRENT,TRENT.NS,Trent Limited,EQ,7-Jun-04,1,1,INE849A01020,1
TRF,TRF.NS,TRF Limited,EQ,26-Mar-10,10,1,INE391D01019,10
TRIDENT,TRIDENT.NS,Trident Limited,EQ,21-Feb-01,1,1,INE064C01022,1
TRIGYN,TRIGYN.NS,Trigyn Technologies Limited,EQ,9-Apr-98,10,1,INE948A01012,10
TRIL,TRIL.NS,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,1,1,INE763I01026,1
TRITURBINE,TRITURBINE.NS,Triveni Turbine Limited,EQ,28-Oct-11,1,1,INE152M01016,1
TRIVENI,TRIVENI.NS,Triveni Engineering & Industries Limited,EQ,13-Dec-05,1,1,INE256C01024,1
TTKHLTCARE,TTKHLTCARE.NS,TTK Healthcare Limited,EQ,2-Dec-15,10,1,INE910C01018,10
TTKPRESTIG,TTKPRESTIG.NS,TTK Prestige Limited,EQ,22-Dec-99,1,1,INE690A01028,1
TTL,TTL.NS,T T Limited,EQ,22-Feb-07,10,1,INE592B01016,10
TTML,TTML.NS,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,10,1,INE517B01013,10
TV18BRDCST,TV18BRDCST.NS,TV18 Broadcast Limited,EQ,8-Feb-07,2,1,INE886H01027,2
TVSELECT,TVSELECT.NS,TVS Electronics Limited,EQ,26-Dec-03,10,1,INE236G01019,10
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Limited,EQ,2-Aug-00,1,1,INE494B01023,1
TVSSRICHAK,TVSSRICHAK.NS,TVS Srichakra Limited,EQ,13-Feb-07,10,1,INE421C01016,10
TVTODAY,TVTODAY.NS,TV Today Network Limited,EQ,16-Jan-04,5,1,INE038F01029,5
TVVISION,TVVISION.NS,TV Vision Limited,EQ,15-Sep-16,10,1,INE871L01013,10
TWL,TWL.NS,Titagarh Wagons Limited,EQ,21-Apr-08,2,1,INE615H01020,2
UBL,UBL.NS,United Breweries Limited,EQ,28-Jul-08,1,1,INE686F01025,1
UCALFUEL,UCALFUEL.NS,Ucal Fuel Systems Limited,EQ,13-Sep-95,10,1,INE139B01016,10
UCOBANK,UCOBANK.NS,UCO Bank,EQ,9-Oct-03,10,1,INE691A01018,10
UDAICEMENT,UDAICEMENT.NS,Udaipur Cement Works Limited,EQ,23-Dec-21,4,1,INE225C01029,4
UFLEX,UFLEX.NS,UFLEX Limited,EQ,23-Aug-95,10,1,INE516A01017,10
UFO,UFO.NS,UFO Moviez India Limited,EQ,14-May-15,10,1,INE527H01019,10
UGARSUGAR,UGARSUGAR.NS,The Ugar Sugar Works Limited,EQ,23-Aug-10,1,1,INE071E01023,1
UGROCAP,UGROCAP.NS,Ugro Capital Limited,EQ,11-Aug-21,10,1,INE583D01011,10
UJAAS,UJAAS.NS,Ujaas Energy Limited,BE,20-Oct-11,1,1,INE899L01022,1
UJJIVAN,UJJIVAN.NS,Ujjivan Financial Services Limited,EQ,10-May-16,10,1,INE334L01012,10
UJJIVANSFB,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,10,1,INE551W01018,10
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement Limited,EQ,24-Aug-04,10,1,INE481G01011,10
UMAEXPORTS,UMAEXPORTS.NS,Uma Exports Limited,EQ,7-Apr-22,10,1,INE0GIU01018,10
UMANGDAIRY,UMANGDAIRY.NS,Umang Dairies Limited,EQ,2-Dec-15,5,1,INE864B01027,5
UMESLTD,UMESLTD.NS,Usha Martin Education & Solutions Limited,EQ,12-Jul-10,1,1,INE240C01028,1
